id	jurisdiction	full_name	short_name	in_use	start_date	end_date	parent_court_id
gasuperctheard	ST	Heard County Superior Court, Ga.	Heard County Superior Court, Ga.	f			gasuperct
gasupercthous	ST	Houston Superior Court, Ga.	Houston Superior Court, Ga.	f			gasuperct
gasuperctlee	ST	Lee County Superior Court, Ga.	Lee County Superior Court, Ga.	f			gasuperct
gasuperctliber	ST	Liberty County Superior Court, Ga.	Liberty County Superior Court, Ga.	f			gasuperct
gasuperctlincol	ST	Lincoln County Superior Court, Ga.	Lincoln County Superior Court, Ga.	f			gasuperct
gasuperctmacon	ST	Macon County Superior Court, Ga.	Macon County Superior Court, Ga.	f			gasuperct
gasuperctmari	ST	Marion County Superior Court, Ga.	Marion County Superior Court, Ga.	f			gasuperct
gasuperctmeriw	ST	Meriwether County Superior Court, Ga.	Meriwether County Superior Court, Ga.	f			gasuperct
gasuperctmuscog	ST	Muscogee County Superior Court, Ga.	Muscogee County Superior Court, Ga.	f			gasuperct
gasuperctogleth	ST	Oglethorpe County Superior Court, Ga.	Oglethorpe County Superior Court, Ga.	f			gasuperct
gasuperctpike	ST	Pike Superior Court, Ga.	Pike Superior Court, Ga.	f			gasuperct
gasuperctrand	ST	Randolph County Superior Court, Ga.	Randolph County Superior Court, Ga.	f			gasuperct
gasuperctrichm	ST	Richmond Superior Court, Ga.	Richmond Superior Court, Ga.	f			gasuperct
gasuperctserive	ST	Seriven County Superior Court, Ga.	Seriven County Superior Court, Ga.	f			gasuperct
gasuperctsumter	ST	Sumter County Superior Court, Ga.	Sumter County Superior Court, Ga.	f			gasuperct
gasupercttalb	ST	Talbot County Superior Court, Ga.	Talbot County Superior Court, Ga.	f			gasuperct
gasupercttallia	ST	Talliaferro County Superior Court, Ga.	Talliaferro County Superior Court, Ga.	f			gasuperct
gasupercttroup	ST	Troup County Superior Court, Ga.	Troup County Superior Court, Ga.	f			gasuperct
gasuperctwalton	ST	Walton County Superior Court, Ga.	Walton County Superior Court, Ga.	f			gasuperct
gasuperctwashin	ST	Washington County Superior Court, Ga.	Washington County Superior Court, Ga.	f			gasuperct
gasuperctwilkes	ST	Wilkes County Superior Court, Ga.	Wilkes County Superior Court, Ga.	f			gasuperct
grrondect	TRT	Grand Ronde Tribal Court	Grand Ronde Tribal Court	t			
grrondectapp	TRA	Grand Ronde Court of Appeals	Grand Ronde Court of Appeals	t			
grtravbandct	TRA	Grand Traverse Band of Ottawa and Chippewa Indians Tribal Court	Grand Traverse Band of Ottawa and Chippewa Indians Tribal Court	t			
grtravbandctapp	TRA	Grand Traverse Band of Ottawa & Chippewa Indians Tribal Appellate Court	Grand Traverse Band of Ottawa & Chippewa Indians Tribal Appellate Court	t			
guam	TS	Supreme Court of Guam	Supreme Court of Guam	t	1996-01-01		
gub	FB	United States Bankruptcy Court, D. Guam	D. Guam	t			
gud	FD	District Court, D. Guam	D. Guam	t			usdistct
haw	S	Hawaii Supreme Court	Hawaii Supreme Court	t	1840-10-08		
hawapp	SA	Hawaii Intermediate Court of Appeals	Hawaii Intermediate Court of Appeals	t	1979-11-06		
hib	FB	United States Bankruptcy Court, D. Hawaii	D. Hawaii	t			
hid	FD	District Court, D. Hawaii	D. Hawaii	t			usdistct
highctjchuk	I	High Court of Justice, Chancery Division	High Court of Justice, Chancery Division	f			
hochunk	TRS	Ho-Chunk Nation Supreme Court	Ho-Chunk Nation Supreme Court	t			
hochunkct	TRT	Ho-Chunk Nation Trial Court	Ho-Chunk Nation Trial Court	t			
hopiappct	TRA	Hopi Appellate Court	Hopi Appellate Court	t			
houseoflordsuk	I	House of Lords (UK)	House of Lords (UK)	f			
iad	FD	District Court, D. Iowa	D. Iowa	f		1882-07-20	usdistct
ianb	FB	United States Bankruptcy Court, N.D. Iowa	N.D. Iowa	t			
iand	FD	District Court, N.D. Iowa	N.D. Iowa	t			usdistct
iasb	FB	United States Bankruptcy Court, S.D. Iowa	S.D. Iowa	t			
iasd	FD	District Court, S.D. Iowa	S.D. Iowa	t			usdistct
idaho	S	Idaho Supreme Court	Idaho Supreme Court	t	1863-01-01		
idahoctapp	SA	Idaho Court of Appeals	Idaho Court of Appeals	t	1982-01-04		
idb	FB	United States Bankruptcy Court, D. Idaho	D. Idaho	t			
idd	FD	District Court, D. Idaho	D. Idaho	t			usdistct
ilcb	FB	United States Bankruptcy Court, C.D. Illinois	C.D. Illinois	t			
ilcd	FD	District Court, C.D. Illinois	C.D. Illinois	t			usdistct
ilclaimsct	ST	Court of Claims of Illinois	Court of Claims of Illinois	f			
ill	S	Illinois Supreme Court	Illinois Supreme Court	t	1841-01-01		
illappct	SA	Appellate Court of Illinois	Appellate Court of Illinois	t	1877-01-01		
illcirct	ST	Illinois Circuit Court	Illinois Circuit Court	f			
illinoisd	FD	District Court, D. Illinois	D. Illinois	t	1819-03-03	1855-02-13	usdistct
illinoised	FD	District Court, E.D. Illinois	E.D. Illinois	t	1905-03-03	1978-10-02	usdistct
ilnb	FB	United States Bankruptcy Court, N.D. Illinois	N.D. Illinois	t			
ilnd	FD	District Court, N.D. Illinois	N.D. Illinois	t			usdistct
ilsb	FB	United States Bankruptcy Court, S.D. Illinois	S.D. Illinois	t			
ilsd	FD	District Court, S.D. Illinois	S.D. Illinois	t			usdistct
ind	S	Indiana Supreme Court	Indiana Supreme Court	t	1816-01-01		
indcirct	F	Indiana Circuit Court	Indiana Circuit Court	f	1819-01-01		uscirct
indctapp	SA	Indiana Court of Appeals	Indiana Court of Appeals	t	1891-01-01		
indianad	FD	District Court, D. Indiana	D. Indiana	t	1817-03-03	1928-04-21	usdistct
indsuperct	ST	Indiana Superior Court	Indiana Super. Ct.	f			
indtc	SS	Indiana Tax Court	Indiana Tax Court	t			
innb	FB	United States Bankruptcy Court, N.D. Indiana	N.D. Indiana	t			
innd	FD	District Court, N.D. Indiana	N.D. Indiana	t	1928-04-21		usdistct
insb	FB	United States Bankruptcy Court, S.D. Indiana	S.D. Indiana	t			
insd	FD	District Court, S.D. Indiana	S.D. Indiana	t	1928-04-21		usdistct
iowa	S	Supreme Court of Iowa	Supreme Court of Iowa	t	1841-01-01		
iowactapp	SA	Court of Appeals of Iowa	Court of Appeals of Iowa	t	1976-07-01		
jaxcivservbd	SS	Jacksonville Civil Service Board	Jacksonville Civil Service Board	f			
jpml	FS	United States Judicial Panel on Multidistrict Litigation	Judicial Panel on Multidistrict Litigation	t			
judcoun	FS	Circuit Judicial Councils	Circuit Judicial Councils	f			
judcoun10	FS	Judicial Council of The Tenth Circuit	Judicial Council of The Tenth Circuit	f			judcoun
judcoun2	FS	Judicial Council of The Second Circuit	Judicial Council of The Second Circuit	f			judcoun
judcoun3	FS	Judicial Council of The Third Circuit	Judicial Council of The Third Circuit	f			judcoun
judcoun5	FS	Judicial Council of The Fifth Circuit	Judicial Council of The Fifth Circuit	f			judcoun
judcoun6	FS	Judicial Council of The Sixth Circuit	Judicial Council of The Sixth Circuit	f			judcoun
judcoun7	FS	Judicial Council of The Seventh Circuit	Judicial Council of The Seventh Circuit	f			judcoun
judcoun8	FS	Judicial Council of The Eighth Circuit	Judicial Council of The Eighth Circuit	f			judcoun
judcoun9	FS	Judicial Council of The Ninth Circuit	Judicial Council of The Ninth Circuit	f			judcoun
judcoundc	FS	Judicial Council of the District of Columbia Circuit	Judicial Council of the District of Columbia Circuit	f			judcoun
kan	S	Supreme Court of Kansas	Supreme Court of Kansas	t	1854-01-01		
kanag	SAG	Kansas Attorney General Reports	Kansas Attorney General Reports	t			
kanctapp	SA	Court of Appeals of Kansas	Court of Appeals of Kansas	t	1977-01-10		
kingsbench	I	Court of King's Bench	Court of King's Bench	t	1200-01-01	1873-12-31	
ksb	FB	United States Bankruptcy Court, D. Kansas	D. Kansas	t			
ksd	FD	District Court, D. Kansas	D. Kansas	t			usdistct
ky	S	Kentucky Supreme Court	Kentucky Supreme Court	t	1976-01-01		
kycirct	ST	Kentucky Circuit Court	Kentucky Circuit Court	f			
kycirct1	ST	Kentucky Circuit Court 1	Kentucky Circuit Court 1	f			kycirct
kycirct12	ST	Kentucky Circuit Court 12	Kentucky Circuit Court 12	f			kycirct
kycirct16	ST	Kentucky Circuit Court 16	Kentucky Circuit Court 16	f			kycirct
kycirct17	ST	Kentucky Circuit Court 17	Kentucky Circuit Court 17	f			kycirct
kycirct20	ST	Kentucky Circuit Court 20	Kentucky Circuit Court 20	f			kycirct
kycirct22	ST	Kentucky Circuit Court 22	Kentucky Circuit Court 22	f			kycirct
kycirct24	ST	Kentucky Circuit Court 24	Kentucky Circuit Court 24	f			kycirct
kycirct26	ST	Kentucky Circuit Court 26	Kentucky Circuit Court 26	f			kycirct
kycirct27	ST	Kentucky Circuit Court 27	Kentucky Circuit Court 27	f			kycirct
kycirct31	ST	Kentucky Circuit Court 31	Kentucky Circuit Court 31	f			kycirct
kycirct32	ST	Kentucky Circuit Court 32	Kentucky Circuit Court 32	f			kycirct
kycirct38	ST	Kentucky Circuit Court 38	Kentucky Circuit Court 38	f			kycirct
kycirct41	ST	Kentucky Circuit Court 41	Kentucky Circuit Court 41	f			kycirct
kycirct42	ST	Kentucky Circuit Court 42	Kentucky Circuit Court 42	f			kycirct
kycirct44	ST	Kentucky Circuit Court 44	Kentucky Circuit Court 44	f			kycirct
kycirct48	ST	Kentucky Circuit Court 48	Kentucky Circuit Court 48	f			kycirct
kycirct50	ST	Kentucky Circuit Court 50	Kentucky Circuit Court 50	f			kycirct
kycirct51	ST	Kentucky Circuit Court 51	Kentucky Circuit Court 51	f			kycirct
kycirct54	ST	Kentucky Circuit Court 54	Kentucky Circuit Court 54	f			kycirct
kycirct55	ST	Kentucky Circuit Court 55	Kentucky Circuit Court 55	f			kycirct
kycirct56	ST	Kentucky Circuit Court 56	Kentucky Circuit Court 56	f			kycirct
kycirct6	ST	Kentucky Circuit Court 6	Kentucky Circuit Court 6	f			kycirct
kycirctballard	ST	Ballard Circuit Court, Kentucky	Ballard Circuit Court, Kentucky	f			kycirct1
kycirctbell	ST	Bell Circuit Court, Kentucky	Bell Circuit Court, Kentucky	f			kycirct44
kycirctboone	ST	Boone Circuit Court, Kentucky	Boone Circuit Court, Kentucky	f			kycirct54
kycirctboyd	ST	Boyd Circuit Court, Kentucky	Boyd Circuit Court, Kentucky	f			kycirct32
kycirctboyle	ST	Boyle Circuit Court, Kentucky	Boyle Circuit Court, Kentucky	f			kycirct50
kycirctbullitt	ST	Bullitt Circuit Court, Kentucky	Bullitt Circuit Court, Kentucky	f			kycirct55
kycirctbutler	ST	Butler Circuit Court, Kentucky	Butler Circuit Court, Kentucky	f			kycirct38
kycirctcalloway	ST	Calloway Circuit Court, Kentucky	Calloway Circuit Court, Kentucky	f			kycirct42
kycirctcampbell	ST	Campbell Circuit Court, Kentucky	Campbell Circuit Court, Kentucky	f			kycirct17
kycirctclay	ST	Clay Circuit Court, Kentucky	Clay Circuit Court, Kentucky	f			kycirct41
kycirctdaviess	ST	Daviess Circuit Court, Kentucky	Daviess Circuit Court, Kentucky	f			kycirct6
kycirctedmonson	ST	Edmonson Circuit Court, Kentucky	Edmonson Circuit Court, Kentucky	f			kycirct38
kycirctfayette	ST	Fayette Circuit Court, Kentucky	Fayette Circuit Court, Kentucky	f			kycirct22
kycirctfloyd	ST	Floyd Circuit Court, Kentucky	Floyd Circuit Court, Kentucky	f			kycirct31
kycirctfranklin	ST	Franklin Circuit Court, Kentucky	Franklin Circuit Court, Kentucky	f			kycirct48
kycirctgreenup	ST	Greenup Circuit Court, Kentucky	Greenup Circuit Court, Kentucky	f			kycirct20
kycirctharlan	ST	Harlan Circuit Court, Kentucky	Harlan Circuit Court, Kentucky	f			kycirct26
kycircthenderso	ST	Henderson Circuit Court, Kentucky	Henderson Circuit Court, Kentucky	f			kycirct51
kycircthenry	ST	Henry Circuit Court, Kentucky	Henry Circuit Court, Kentucky	f			kycirct12
kycirctjohnson	ST	Johnson Circuit Court, Kentucky	Johnson Circuit Court, Kentucky	f			kycirct24
kycirctkenton	ST	Kenton Circuit Court, Kentucky	Kenton Circuit Court, Kentucky	f			kycirct16
kycirctknox	ST	Knox Circuit Court, Kentucky	Knox Circuit Court, Kentucky	f			kycirct27
kycirctlivingst	ST	Livingston Circuit Court, Kentucky	Livingston Circuit Court, Kentucky	f			kycirct56
kyctapp	SA	Court of Appeals of Kentucky	Court of Appeals of Kentucky	t	1976-01-01		
kyctapphigh	S	Court of Appeals of Kentucky (pre-1976)	Court of Appeals of Kentucky (pre-1976)	t	1792-01-01	1975-12-31	kyctapp
kyd	FD	District Court, D. Kentucky	D. Kentucky	f	1789-09-24	1901-02-12	usdistct
kyeb	FB	United States Bankruptcy Court, E.D. Kentucky	E.D. Kentucky	t			
kyed	FD	District Court, E.D. Kentucky	E.D. Kentucky	t			usdistct
kywb	FB	United States Bankruptcy Court, W.D. Kentucky	W.D. Kentucky	t			
kywd	FD	District Court, W.D. Kentucky	W.D. Kentucky	t			usdistct
la	S	Supreme Court of Louisiana	Supreme Court of Louisiana	t	1813-01-01		
laag	SAG	Louisiana Attorney General Reports	Louisiana Attorney General Reports	t			
lactapp	SA	Louisiana Court of Appeal	Louisiana Court of Appeal	t	1879-01-01		
lacterrapp	SA	Louisiana Court of Errors and Appeals	Louisiana Court of Errors and Appeals	f	1843-01-01	1846-12-31	
lad	FD	District Court, D. Louisiana	D. Louisiana	f	1812-04-08	1881-03-03	usdistct
laeb	FB	United States Bankruptcy Court, E.D. Louisiana	E.D. Louisiana	t			
laed	FD	District Court, E.D. Louisiana	E.D. Louisiana	t			usdistct
lamb	FB	United States Bankruptcy Court, M.D. Louisiana	M.D. Louisiana	t			
lamd	FD	District Court, M.D. Louisiana	M.D. Louisiana	t			usdistct
lasuperct	ST	Superior Court of Louisiana	Superior Court of Louisiana	f			
lawb	FB	United States Bankruptcy Court, W.D. Louisiana	W.D. Louisiana	t			
lawd	FD	District Court, W.D. Louisiana	W.D. Louisiana	t			usdistct
leechojibtr	TRT	Leech Lake Band of Ojibwe Tribal Court	Leech Lake Band of Ojibwe Tribal Court	t			
lrbottawact	TRT	Little River Band of Ottawa Indians Tribal Court	Little River Band of Ottawa Indians Tribal Court	t			
lrbottawactapp	TRA	Little River Band of Ottawa Indians Tribal Court of Appeals	Little River Band of Ottawa Indians Tribal Court of Appeals	t			
mab	FB	United States Bankruptcy Court, D. Massachusetts	D. Massachusetts	t			
mad	FD	District Court, D. Massachusetts	D. Massachusetts	t			usdistct
mahousct	ST	Massachusetts Housing Court	Massachusetts Housing Court	f			
maprobct	ST	Massachusetts Probate and Family Court	Massachusetts Probate and Family Court	f			
mass	S	Massachusetts Supreme Judicial Court	Massachusetts Supreme Judicial Court	t	1692-01-01		
massappct	SA	Massachusetts Appeals Court	Massachusetts Appeals Court	t	1972-10-06		
massdistct	SA	Massachusetts District Court	Massachusetts District Court	t			
massdistctapp	SA	Massachusetts District Court, Appellate Division	Mass. Dist. Ct., App. Div.	f			
massdistctbos	ST	Boston Municipal Court	Boston Municipal Court	f			massdistct
massdistctbrook	ST	Brookline District Court	Brookline District Court	f			massdistct
masshserep	SS	Massachusetts House of Representatives	Massachusetts House of Representatives	f			
massland	ST	Massachusetts Land Court	Massachusetts Land Court	f			
masslandct	SS	Massachusetts Land Court	Massachusetts Land Court	t			
masssuperct	SA	Massachusetts Superior Court	Massachusetts Superior Court	t			
masssuperctbarn	ST	Massachusetts Superior Court, Barnstable County	Massachusetts Superior Court, Barnstable County	f			masssuperct
masssuperctberk	ST	Massachusetts Superior Court, Berkshire County	Massachusetts Superior Court, Berkshire County	f			masssuperct
masssuperctsuff	ST	Massachusetts Superior Court, Suffolk County	Massachusetts Superior Court, Suffolk County	f			masssuperct
masstaxbd	SA	Massachusetts Appellate Tax Board	Massachusetts Appellate Tax Board	f			
maworkcompcom	SS	Massachusetts Department of Industrial Accidents	Massachusetts Department of Industrial Accidents	t			
mc	MA	United States Court of Military Commission Review	Military Commission Review	t			
md	S	Court of Appeals of Maryland	Court of Appeals of Maryland	t	1841-01-01		
mdag	SAG	Maryland Attorney General Reports	Maryland Attorney General Reports	t			
mdb	FB	United States Bankruptcy Court, D. Maryland	D. Maryland	t			
mdch	SA	High Court of Chancery of Maryland	Maryland Chancery Ct	t		1854-06-04	
mdcirctctbalt	ST	Baltimore City Circuit Court	Baltimore City Circuit Court	f			
mdcityctbalt	ST	Baltimore City Court	Baltimore City Court	f			
mdctspecapp	SA	Court of Special Appeals of Maryland	Court of Special Appeals of Maryland	t	1967-01-01		
mdd	FD	District Court, D. Maryland	D. Maryland	t			usdistct
mdgenct	SS	General Court of Maryland	General Court of Maryland	f	1778-01-01	1805-12-31	
mdorphanctbalt	ST	Baltimore City Orphans' Court	Baltimore City Orphans' Court	f			
mdsuperctbalt	ST	Baltimore City Superior Court	Baltimore City Superior Court	f			
me	S	Supreme Judicial Court of Maine	Supreme Judicial Court of Maine	t	1830-01-01		
meb	FB	United States Bankruptcy Court, D. Maine	D. Maine	t			
med	FD	District Court, D. Maine	D. Maine	t			usdistct
mesuperct	ST	Superior Court of Maine	Maine Superior	t			
mich	S	Michigan Supreme Court	Michigan Supreme Court	t	1837-01-01		
michchanct	SA	Michigan Court of Chancery	Michigan Court of Chancery	f	1836-01-01	1847-12-31	
michctapp	SA	Michigan Court of Appeals	Michigan Court of Appeals	t	1964-01-01		
michd	FD	District Court, D. Michigan	D. Michigan	f	1836-07-01	1863-02-24	usdistct
michrecdetroit	SS	Detroit Recorder's Court	Detroit Recorder's Court	f			
michsuperct	ST	Michigan Superior Courts	Michigan Superior Courts	f			
michsuperctdetr	ST	Michigan Superior Court, Detroit	Michigan Superior Court, Detroit	f			michsuperct
michsuperctgrap	ST	Michigan Superior Court, Grand Rapids	Michigan Superior Court, Grand Rapids	f			michsuperct
